hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 191-1  3.732e+02  [0 1.000e+00 3.769e-05 6.952e-07]  [56 -142 0]
 NS 191-2  3.737e+02  [-6 4.768e-01 1.797e-05 2.370e-07]  [56 -153 74]
 NS 191-3  3.743e+02  [-22 7.218e-02 2.721e-06 5.827e-07]  [51 -144 73]
 NS 191-4s 3.747e+02  [-40 9.349e-03 3.524e-07 8.608e-07]  [52 -140 79]
 NS 192-1  3.752e+02  [0 1.000e+00 9.099e-05 8.161e-07]  [53 -140 72]
 NS 192-2  3.763e+02  [-19 1.067e-01 9.711e-06 2.442e-07]  [58 -152 92]
 NS 192-3  3.772e+02  [-36 1.548e-02 1.409e-06 6.678e-07]  [51 -142 84]
 NS 192-4s 3.784e+02  [-53 2.094e-03 1.906e-07 7.178e-07]  [57 -141 80]
 NS 193-1  3.788e+02  [0 1.000e+00 1.071e-04 2.502e-07]  [53 -152 73]
 NS 193-2  3.793e+02  [-26 4.966e-02 5.318e-06 1.992e-07]  [57 -154 85]
 NS 193-3s 3.798e+02  [-43 6.827e-03 7.311e-07 8.946e-07]  [51 -139 81]
 NS 194-1  3.802e+02  [0 1.000e+00 9.371e-05 4.068e-07]  [53 -147 75]
 NS 194-2  3.807e+02  [-30 3.002e-02 2.813e-06 2.930e-07]  [58 -150 83]
 NS 194-3s 3.811e+02  [-48 3.879e-03 3.635e-07 4.971e-07]  [53 -145 78]
 NS 195-1  3.815e+02  [0 1.000e+00 7.147e-05 1.102e-07]  [55 -160 75]
 NS 195-2  3.820e+02  [-34 1.982e-02 1.416e-06 2.284e-07]  [58 -153 80]
 NS 195-3s 3.824e+02  [-52 2.373e-03 1.696e-07 2.026e-07]  [55 -154 79]
 NS 196-1  3.829e+02  [0 1.000e+00 5.030e-05 1.060e-07]  [55 -161 78]
 NS 196-2s 3.833e+02  [-37 1.377e-02 6.925e-07 6.940e-07]  [54 -142 79]
 NS 197-1  3.838e+02  [0 1.000e+00 3.357e-05 1.034e-07]  [55 -161 74]
 NS 197-2s 3.842e+02  [-39 1.058e-02 3.551e-07 5.332e-07]  [54 -144 79]
 NS 198-1  3.853e+02  [0 1.000e+00 2.156e-05 3.481e-07]  [54 -149 82]
 NS 198-2s 3.865e+02  [-40 9.526e-03 2.054e-07 9.395e-07]  [54 -139 81]
 NS 199-1  3.877e+02  [0 1.000e+00 1.345e-05 6.450e-07]  [53 -143 88]
 NS 199-2s 3.882e+02  [-40 9.718e-03 1.307e-07 5.534e-07]  [58 -144 79]
 NS 200-1  3.886e+02  [0 1.000e+00 8.198e-06 9.647e-07]  [51 -139 73]
 NS 200-2s 3.890e+02  [-39 1.034e-02 8.479e-08 6.093e-07]  [56 -143 82]
