hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 21-1  5.006e+01  [0 1.000e+00 2.513e-05 4.631e-07]  [62 -146 1]
 NS 21-2  5.065e+01  [-5 5.252e-01 1.320e-05 6.308e-07]  [52 -143 81]
 NS 21-3s 5.135e+01  [-40 8.936e-03 2.245e-07 9.540e-07]  [51 -139 77]
 NS 22-1  5.190e+01  [0 1.000e+00 1.254e-04 5.750e-07]  [53 -144 73]
 NS 22-2  5.240e+01  [-28 3.954e-02 4.957e-06 5.095e-07]  [52 -145 82]
 NS 22-3s 5.294e+01  [-62 7.837e-04 9.824e-08 6.849e-07]  [51 -142 81]
 NS 23-1  5.359e+01  [0 1.000e+00 1.533e-04 8.903e-07]  [52 -139 79]
 NS 23-2  5.416e+01  [-37 1.361e-02 2.086e-06 4.606e-07]  [52 -146 82]
 NS 23-3s 5.466e+01  [-70 2.889e-04 4.428e-08 5.618e-07]  [51 -144 80]
 NS 24-1  5.527e+01  [0 1.000e+00 1.355e-04 7.710e-07]  [52 -141 74]
 NS 24-2  5.597e+01  [-42 7.732e-03 1.048e-06 3.910e-07]  [52 -148 82]
 NS 24-3s 5.657e+01  [-75 1.677e-04 2.271e-08 1.466e-07]  [59 -157 83]
 NS 25-1  5.721e+01  [0 1.000e+00 1.038e-04 6.825e-07]  [52 -142 74]
 NS 25-2s 5.782e+01  [-45 5.519e-03 5.728e-07 7.711e-07]  [52 -141 79]
 NS 26-1  5.864e+01  [0 1.000e+00 7.319e-05 5.997e-07]  [52 -143 83]
 NS 26-2s 5.944e+01  [-47 4.226e-03 3.093e-07 5.439e-07]  [52 -144 80]
 NS 27-1  5.998e+01  [0 1.000e+00 4.889e-05 5.526e-07]  [52 -144 74]
 NS 27-2s 6.054e+01  [-49 3.338e-03 1.632e-07 5.455e-07]  [52 -144 79]
 NS 28-1  6.111e+01  [0 1.000e+00 3.142e-05 5.331e-07]  [52 -144 75]
 NS 28-2s 6.182e+01  [-51 2.751e-03 8.644e-08 5.041e-07]  [53 -145 83]
 NS 29-1  6.246e+01  [0 1.000e+00 1.961e-05 5.232e-07]  [52 -145 75]
 NS 29-2s 6.300e+01  [-52 2.376e-03 4.660e-08 3.161e-07]  [53 -150 77]
 NS 30-1  6.368e+01  [0 1.000e+00 1.196e-05 5.186e-07]  [52 -145 74]
 NS 30-2s 6.420e+01  [-53 2.116e-03 2.531e-08 7.417e-07]  [54 -141 77]
