---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 651-1  1.029e+03  [0 1.000e+00 1.076e-05 2.401e-07]  [60 -152 0]
 NS 651-2  1.029e+03  [-7 4.404e-01 4.737e-06 4.094e-07]  [57 -147 79]
 NS 651-3s 1.030e+03  [-23 6.996e-02 7.524e-07 2.024e-07]  [54 -154 69]
 NS 652-1  1.030e+03  [0 1.000e+00 7.827e-06 4.250e-07]  [60 -147 81]
 NS 652-2  1.031e+03  [-9 3.260e-01 2.552e-06 1.469e-07]  [59 -157 80]
 NS 652-3s 1.031e+03  [-26 4.696e-02 3.676e-07 5.448e-07]  [54 -144 78]
 NS 653-1  1.032e+03  [0 1.000e+00 8.484e-06 4.310e-07]  [59 -147 77]
 NS 653-2  1.032e+03  [-15 1.641e-01 1.392e-06 9.929e-07]  [53 -138 79]
 NS 653-3s 1.032e+03  [-33 2.196e-02 1.863e-07 9.424e-07]  [49 -139 75]
 NS 654-1  1.033e+03  [0 1.000e+00 7.466e-06 5.889e-07]  [59 -143 80]
 NS 654-2s 1.033e+03  [-19 1.008e-01 7.528e-07 8.011e-07]  [50 -140 80]
 NS 655-1  1.034e+03  [0 1.000e+00 5.746e-06 7.088e-07]  [59 -142 77]
 NS 655-2s 1.034e+03  [-23 6.873e-02 3.949e-07 6.256e-07]  [51 -143 80]
 NS 656-1  1.035e+03  [0 1.000e+00 4.059e-06 8.466e-07]  [59 -140 78]
 NS 656-2s 1.035e+03  [-26 4.869e-02 1.976e-07 7.352e-07]  [51 -141 77]
 NS 657-1  1.036e+03  [0 1.000e+00 2.713e-06 9.483e-07]  [59 -139 79]
 NS 657-2s 1.036e+03  [-29 3.508e-02 9.519e-08 5.896e-07]  [52 -143 77]
 NS 658-1  1.037e+03  [0 1.000e+00 1.749e-06 8.984e-07]  [59 -139 80]
 NS 658-2s 1.037e+03  [-30 2.909e-02 5.088e-08 9.865e-07]  [54 -138 79]
 NS 659-1  1.038e+03  [0 1.000e+00 1.100e-06 7.415e-07]  [59 -141 74]
 NS 659-2s 1.038e+03  [-30 3.049e-02 3.354e-08 9.236e-07]  [55 -139 78]
 NS 660-1s 1.039e+03  [0 1.000e+00 6.781e-07 6.537e-07]  [59 -142 77]
