hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 301-1  5.223e+02  [0 1.000e+00 1.801e-05 9.154e-08]  [57 -162 0]
 NS 301-2  5.227e+02  [-7 4.445e-01 8.004e-06 7.436e-07]  [53 -141 79]
 NS 301-3  5.232e+02  [-24 6.080e-02 1.095e-06 5.331e-07]  [51 -144 72]
 NS 301-4s 5.237e+02  [-42 7.375e-03 1.328e-07 9.261e-08]  [53 -162 81]
 NS 302-1  5.242e+02  [0 1.000e+00 4.658e-05 6.567e-07]  [49 -142 77]
 NS 302-2  5.247e+02  [-20 9.272e-02 4.319e-06 4.402e-07]  [64 -146 84]
 NS 302-3s 5.252e+02  [-38 1.187e-02 5.529e-07 3.554e-07]  [54 -148 81]
 NS 303-1  5.256e+02  [0 1.000e+00 5.525e-05 5.200e-07]  [50 -145 71]
 NS 303-2  5.263e+02  [-27 4.273e-02 2.361e-06 8.032e-07]  [54 -140 83]
 NS 303-3s 5.268e+02  [-46 4.981e-03 2.752e-07 6.869e-07]  [53 -142 80]
 NS 304-1  5.273e+02  [0 1.000e+00 4.844e-05 3.118e-07]  [51 -150 72]
 NS 304-2  5.277e+02  [-31 2.615e-02 1.266e-06 7.957e-07]  [52 -140 81]
 NS 304-3s 5.282e+02  [-51 2.694e-03 1.305e-07 5.655e-07]  [56 -144 77]
 NS 305-1  5.286e+02  [0 1.000e+00 3.698e-05 5.731e-07]  [50 -144 70]
 NS 305-2s 5.290e+02  [-34 1.794e-02 6.634e-07 9.766e-07]  [52 -138 79]
 NS 306-1  5.294e+02  [0 1.000e+00 2.603e-05 4.668e-07]  [50 -146 69]
 NS 306-2s 5.298e+02  [-37 1.300e-02 3.385e-07 8.206e-07]  [50 -140 78]
 NS 307-1  5.304e+02  [0 1.000e+00 1.737e-05 9.314e-07]  [49 -139 78]
 NS 307-2s 5.310e+02  [-40 9.657e-03 1.677e-07 9.029e-07]  [50 -139 79]
 NS 308-1  5.315e+02  [0 1.000e+00 1.115e-05 9.564e-07]  [49 -139 74]
 NS 308-2s 5.319e+02  [-42 7.421e-03 8.278e-08 9.443e-07]  [52 -139 79]
 NS 309-1  5.324e+02  [0 1.000e+00 6.961e-06 9.998e-07]  [49 -138 69]
 NS 309-2s 5.328e+02  [-43 6.546e-03 4.556e-08 5.183e-07]  [53 -145 81]
 NS 310-1  5.333e+02  [0 1.000e+00 4.247e-06 4.762e-07]  [50 -146 72]
 NS 310-2s 5.337e+02  [-43 6.980e-03 2.965e-08 8.890e-07]  [52 -139 81]
