hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
WARNING: No 'steady/stFile_last.bin' file to restart simulation from; Resetting restart flag to false---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 1-1  9.900e-01  [0 1.000e+00 1.000e+00 7.796e-07]  [46 -141 70]
 NS 1-2  1.755e+00  [-55 1.686e-03 1.686e-03 4.815e-07]  [51 -145 81]
 NS 1-3  2.322e+00  [-70 2.901e-04 2.901e-04 6.668e-07]  [53 -142 79]
 NS 1-4  2.896e+00  [-93 2.195e-05 2.195e-05 6.571e-07]  [56 -142 83]
 NS 1-5  3.731e+00  [-110 3.107e-06 3.107e-06 6.632e-07]  [56 -142 85]
 NS 1-6s 4.371e+00  [-134 1.964e-07 1.964e-07 3.687e-07]  [58 -148 76]
 NS 2-1  5.131e+00  [0 1.000e+00 2.238e-01 4.980e-07]  [71 -145 82]
 NS 2-2  5.639e+00  [-46 4.707e-03 1.054e-03 7.916e-07]  [50 -140 78]
 NS 2-3  6.223e+00  [-72 2.461e-04 5.509e-05 6.944e-07]  [50 -142 83]
 NS 2-4  6.842e+00  [-86 4.857e-05 1.087e-05 1.949e-07]  [68 -155 83]
 NS 2-5s 7.481e+00  [-110 3.131e-06 7.009e-07 5.654e-07]  [51 -144 78]
 NS 3-1  8.229e+00  [0 1.000e+00 1.725e-01 9.944e-07]  [52 -138 77]
 NS 3-2  8.790e+00  [-47 4.034e-03 6.961e-04 6.282e-07]  [63 -143 82]
 NS 3-3  9.335e+00  [-73 2.116e-04 3.651e-05 8.779e-07]  [52 -139 82]
 NS 3-4  9.855e+00  [-89 3.368e-05 5.810e-06 7.288e-07]  [55 -141 79]
 NS 3-5s 1.052e+01  [-112 2.474e-06 4.268e-07 9.079e-07]  [62 -139 83]
 NS 4-1  1.123e+01  [0 1.000e+00 8.460e-02 2.263e-07]  [62 -153 79]
 NS 4-2  1.189e+01  [-46 4.600e-03 3.891e-04 5.090e-07]  [59 -145 85]
 NS 4-3  1.267e+01  [-73 2.100e-04 1.777e-05 9.339e-07]  [49 -139 82]
 NS 4-4  1.326e+01  [-85 5.438e-05 4.600e-06 5.879e-07]  [58 -143 82]
 NS 4-5s 1.384e+01  [-111 2.682e-06 2.269e-07 1.803e-07]  [63 -155 82]
 NS 5-1  1.450e+01  [0 1.000e+00 5.425e-02 5.990e-07]  [58 -143 82]
 NS 5-2  1.502e+01  [-47 4.081e-03 2.214e-04 1.695e-07]  [58 -156 80]
 NS 5-3  1.562e+01  [-69 3.330e-04 1.806e-05 5.471e-07]  [54 -144 84]
 NS 5-4  1.640e+01  [-84 6.083e-05 3.300e-06 6.302e-07]  [58 -143 84]
 NS 5-5s 1.721e+01  [-107 4.438e-06 2.408e-07 3.776e-07]  [61 -148 78]
 NS 6-1  1.788e+01  [0 1.000e+00 3.226e-02 4.300e-07]  [58 -147 74]
 NS 6-2  1.842e+01  [-47 4.083e-03 1.317e-04 3.387e-07]  [55 -149 81]
 NS 6-3  1.903e+01  [-70 2.974e-04 9.595e-06 8.305e-07]  [53 -140 84]
 NS 6-4  1.966e+01  [-84 5.903e-05 1.904e-06 9.099e-07]  [56 -139 84]
 NS 6-5s 2.040e+01  [-107 4.169e-06 1.345e-07 6.119e-07]  [62 -143 83]
 NS 7-1  2.121e+01  [0 1.000e+00 2.002e-02 8.417e-07]  [56 -140 78]
 NS 7-2  2.188e+01  [-47 4.179e-03 8.367e-05 2.393e-07]  [61 -152 83]
 NS 7-3  2.260e+01  [-69 3.292e-04 6.591e-06 8.039e-07]  [52 -140 77]
 NS 7-4  2.334e+01  [-84 5.838e-05 1.169e-06 6.780e-07]  [48 -142 79]
 NS 7-5s 2.405e+01  [-105 5.437e-06 1.088e-07 4.327e-07]  [59 -147 83]
 NS 8-1  2.464e+01  [0 1.000e+00 1.212e-02 8.353e-07]  [53 -140 75]
 NS 8-2  2.527e+01  [-47 4.433e-03 5.374e-05 3.053e-07]  [60 -150 86]
 NS 8-3  2.582e+01  [-69 3.323e-04 4.029e-06 5.059e-07]  [54 -145 82]
 NS 8-4s 2.644e+01  [-84 5.649e-05 6.849e-07 8.647e-08]  [57 -163 80]
 NS 9-1  2.719e+01  [0 1.000e+00 7.331e-03 8.042e-07]  [55 -140 77]
 NS 9-2  2.799e+01  [-46 4.587e-03 3.362e-05 8.305e-07]  [60 -140 82]
 NS 9-3  2.894e+01  [-68 3.574e-04 2.620e-06 6.152e-07]  [55 -143 84]
 NS 9-4s 2.970e+01  [-84 5.737e-05 4.206e-07 6.331e-07]  [55 -143 85]
 NS 10-1  3.034e+01  [0 1.000e+00 4.360e-03 8.736e-07]  [53 -140 77]
 NS 10-2  3.091e+01  [-46 4.884e-03 2.130e-05 7.758e-07]  [58 -141 83]
 NS 10-3  3.150e+01  [-68 3.786e-04 1.651e-06 7.643e-07]  [52 -141 81]
 NS 10-4s 3.216e+01  [-84 6.040e-05 2.634e-07 7.186e-07]  [57 -141 80]
