---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 651-1  9.511e+02  [0 1.000e+00 1.118e-05 3.202e-07]  [46 -150 0]
 NS 651-2  9.515e+02  [-7 4.270e-01 4.776e-06 8.176e-07]  [42 -140 71]
 NS 651-3s 9.520e+02  [-23 6.893e-02 7.709e-07 9.248e-07]  [39 -139 70]
 NS 652-1  9.525e+02  [0 1.000e+00 8.237e-06 5.445e-07]  [45 -144 68]
 NS 652-2  9.530e+02  [-10 3.140e-01 2.587e-06 9.886e-07]  [41 -138 72]
 NS 652-3s 9.534e+02  [-26 4.585e-02 3.777e-07 8.293e-07]  [39 -140 70]
 NS 653-1  9.539e+02  [0 1.000e+00 8.665e-06 8.601e-07]  [45 -140 69]
 NS 653-2  9.544e+02  [-15 1.650e-01 1.429e-06 7.392e-07]  [42 -141 72]
 NS 653-3s 9.549e+02  [-33 2.221e-02 1.925e-07 5.360e-07]  [40 -144 70]
 NS 654-1  9.554e+02  [0 1.000e+00 7.557e-06 3.692e-07]  [45 -148 68]
 NS 654-2s 9.559e+02  [-19 1.033e-01 7.808e-07 7.466e-07]  [41 -141 71]
 NS 655-1  9.564e+02  [0 1.000e+00 5.792e-06 4.005e-07]  [45 -147 69]
 NS 655-2s 9.569e+02  [-23 7.041e-02 4.078e-07 9.444e-07]  [40 -139 70]
 NS 656-1  9.574e+02  [0 1.000e+00 4.080e-06 3.655e-07]  [45 -148 69]
 NS 656-2s 9.578e+02  [-26 4.981e-02 2.032e-07 7.675e-07]  [41 -141 71]
 NS 657-1  9.584e+02  [0 1.000e+00 2.724e-06 3.117e-07]  [45 -150 69]
 NS 657-2s 9.588e+02  [-28 3.666e-02 9.988e-08 8.006e-07]  [40 -140 71]
 NS 658-1  9.594e+02  [0 1.000e+00 1.757e-06 2.546e-07]  [45 -152 69]
 NS 658-2s 9.599e+02  [-30 3.036e-02 5.334e-08 8.343e-07]  [46 -140 73]
 NS 659-1  9.604e+02  [0 1.000e+00 1.106e-06 3.474e-07]  [45 -149 69]
 NS 659-2s 9.609e+02  [-30 2.993e-02 3.311e-08 9.045e-07]  [43 -139 72]
 NS 660-1s 9.614e+02  [0 1.000e+00 6.820e-07 2.628e-07]  [45 -152 67]
