hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 361-1  6.185e+02  [0 1.000e+00 1.074e-05 6.885e-07]  [51 -142 0]
 NS 361-2  6.189e+02  [-6 4.826e-01 5.181e-06 8.300e-07]  [50 -140 78]
 NS 361-3  6.193e+02  [-20 9.524e-02 1.023e-06 3.354e-07]  [58 -149 81]
 NS 361-4s 6.198e+02  [-37 1.365e-02 1.466e-07 2.485e-07]  [53 -152 82]
 NS 362-1  6.204e+02  [0 1.000e+00 1.793e-05 5.997e-07]  [52 -143 77]
 NS 362-2  6.208e+02  [-15 1.619e-01 2.903e-06 9.372e-07]  [49 -139 79]
 NS 362-3s 6.212e+02  [-30 2.928e-02 5.250e-07 1.413e-07]  [60 -158 81]
 NS 363-1  6.216e+02  [0 1.000e+00 2.069e-05 6.966e-07]  [50 -142 68]
 NS 363-2  6.220e+02  [-22 7.804e-02 1.614e-06 6.903e-07]  [53 -142 79]
 NS 363-3s 6.225e+02  [-37 1.304e-02 2.698e-07 8.490e-07]  [49 -140 82]
 NS 364-1  6.231e+02  [0 1.000e+00 1.807e-05 7.176e-07]  [50 -141 78]
 NS 364-2s 6.235e+02  [-26 4.787e-02 8.650e-07 7.853e-07]  [49 -141 77]
 NS 365-1  6.239e+02  [0 1.000e+00 1.378e-05 6.679e-07]  [50 -142 75]
 NS 365-2s 6.243e+02  [-29 3.194e-02 4.402e-07 8.573e-07]  [51 -140 79]
 NS 366-1  6.248e+02  [0 1.000e+00 9.692e-06 7.555e-07]  [50 -141 74]
 NS 366-2s 6.252e+02  [-32 2.266e-02 2.197e-07 4.686e-07]  [49 -146 79]
 NS 367-1  6.256e+02  [0 1.000e+00 6.463e-06 7.829e-07]  [50 -141 71]
 NS 367-2s 6.262e+02  [-35 1.672e-02 1.080e-07 7.014e-07]  [50 -142 83]
 NS 368-1  6.266e+02  [0 1.000e+00 4.149e-06 8.040e-07]  [50 -140 72]
 NS 368-2s 6.270e+02  [-37 1.316e-02 5.460e-08 9.062e-07]  [50 -139 78]
 NS 369-1  6.275e+02  [0 1.000e+00 2.589e-06 8.096e-07]  [50 -140 71]
 NS 369-2s 6.279e+02  [-38 1.226e-02 3.173e-08 9.507e-07]  [52 -139 78]
 NS 370-1  6.283e+02  [0 1.000e+00 1.580e-06 8.295e-07]  [50 -140 74]
 NS 370-2s 6.289e+02  [-37 1.354e-02 2.140e-08 7.356e-07]  [53 -141 70]
