250 60
0.0000000000e+00 -3.3753383046e+02
3.8000000000e-03 -4.2675971516e+02
7.6000000000e-03 -5.2680749846e+02
1.1500000000e-02 -6.3735637750e+02
1.5300000000e-02 -7.5788821328e+02
1.9100000000e-02 -8.8772956970e+02
2.2900000000e-02 -1.0260359810e+03
2.6800000000e-02 -1.1718301939e+03
3.0600000000e-02 -1.3240002649e+03
3.4400000000e-02 -1.4813673263e+03
3.8200000000e-02 -1.6426681165e+03
4.2100000000e-02 -1.8066095323e+03
4.5900000000e-02 -1.9718645983e+03
4.9700000000e-02 -2.1371470336e+03
5.3500000000e-02 -2.3011859258e+03
5.7300000000e-02 -2.4627751642e+03
6.1200000000e-02 -2.6207841758e+03
6.5000000000e-02 -2.7741567778e+03
6.8800000000e-02 -2.9219655240e+03
7.2600000000e-02 -3.0633711768e+03
7.6500000000e-02 -3.1976612882e+03
8.0300000000e-02 -3.3242186320e+03
8.4100000000e-02 -3.4425643878e+03
8.7900000000e-02 -3.5523164502e+03
9.1800000000e-02 -3.6532002194e+03
9.5600000000e-02 -3.7450177548e+03
9.9400000000e-02 -3.8276860976e+03
1.0320000000e-01 -3.9011774094e+03
1.0710000000e-01 -3.9655401574e+03
1.1090000000e-01 -4.0208689840e+03
1.1470000000e-01 -4.0673178466e+03
1.1850000000e-01 -4.1050735260e+03
1.2230000000e-01 -4.1343597410e+03
1.2620000000e-01 -4.1554239422e+03
1.3000000000e-01 -4.1685327692e+03
1.3380000000e-01 -4.1739796698e+03
1.3760000000e-01 -4.1720625572e+03
1.4150000000e-01 -4.1630984776e+03
1.4530000000e-01 -4.1474130776e+03
1.4910000000e-01 -4.1253365344e+03
1.5290000000e-01 -4.0972137636e+03
1.5680000000e-01 -4.0633814274e+03
1.6060000000e-01 -4.0241962850e+03
1.6440000000e-01 -3.9799966730e+03
1.6820000000e-01 -3.9311320290e+03
1.7200000000e-01 -3.8779351912e+03
1.7590000000e-01 -3.8207302338e+03
1.7970000000e-01 -3.7598381920e+03
1.8350000000e-01 -3.6955419950e+03
1.8730000000e-01 -3.6281198110e+03
1.9120000000e-01 -3.5578152250e+03
