---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 GR 1-1  2.020e-01  [0 1.000e+00 1.000e+00 5.151e-19]  [1 -421 30]
 GR 1-2  4.010e-01  !54 5.192e+02 5.192e+02 9.921e-22!  [1 -484 27]
 GR 1-3  6.000e-01  !69 3.106e+03 3.106e+03 1.659e-22!  [1 -502 27]
