hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 631-1  9.214e+02  [0 1.000e+00 8.887e-05 5.703e-07]  [44 -144 0]
 NS 631-2  9.219e+02  [-7 4.300e-01 3.821e-05 2.288e-07]  [44 -153 72]
 NS 631-3  9.224e+02  [-20 9.313e-02 8.277e-06 4.487e-07]  [43 -146 75]
 NS 631-4  9.229e+02  [-33 1.999e-02 1.776e-06 4.913e-07]  [43 -145 74]
 NS 631-5s 9.234e+02  [-46 4.881e-03 4.338e-07 5.207e-07]  [43 -145 72]
 NS 632-1  9.239e+02  [0 1.000e+00 6.915e-05 9.443e-07]  [46 -139 70]
 NS 632-2  9.244e+02  [-10 3.144e-01 2.174e-05 7.170e-07]  [43 -141 74]
 NS 632-3  9.249e+02  [-23 6.658e-02 4.604e-06 8.828e-07]  [43 -139 73]
 NS 632-4  9.254e+02  [-36 1.523e-02 1.053e-06 5.194e-07]  [43 -145 74]
 NS 632-5s 9.259e+02  [-48 3.787e-03 2.619e-07 9.919e-07]  [42 -138 72]
 NS 633-1  9.264e+02  [0 1.000e+00 7.502e-05 7.704e-07]  [46 -141 70]
 NS 633-2  9.269e+02  [-15 1.589e-01 1.192e-05 9.145e-07]  [41 -139 73]
 NS 633-3  9.274e+02  [-30 3.112e-02 2.335e-06 8.942e-07]  [41 -139 73]
 NS 633-4s 9.279e+02  [-42 7.273e-03 5.457e-07 7.012e-07]  [46 -142 74]
 NS 634-1  9.286e+02  [0 1.000e+00 6.590e-05 9.480e-07]  [45 -139 71]
 NS 634-2  9.290e+02  [-20 9.475e-02 6.244e-06 7.987e-07]  [40 -140 71]
 NS 634-3  9.295e+02  [-35 1.708e-02 1.126e-06 8.068e-07]  [41 -140 73]
 NS 634-4s 9.300e+02  [-48 3.823e-03 2.519e-07 8.835e-07]  [41 -139 72]
 NS 635-1  9.305e+02  [0 1.000e+00 5.070e-05 8.870e-07]  [44 -139 69]
 NS 635-2  9.309e+02  [-24 6.217e-02 3.152e-06 8.184e-07]  [39 -140 72]
 NS 635-3s 9.314e+02  [-39 1.070e-02 5.424e-07 5.231e-07]  [42 -145 72]
 NS 636-1  9.320e+02  [0 1.000e+00 3.586e-05 8.235e-07]  [44 -140 69]
 NS 636-2  9.324e+02  [-26 4.543e-02 1.629e-06 8.260e-07]  [44 -140 74]
 NS 636-3s 9.329e+02  [-42 7.838e-03 2.810e-07 9.404e-07]  [41 -139 71]
 NS 637-1  9.334e+02  [0 1.000e+00 2.397e-05 8.404e-07]  [44 -140 69]
 NS 637-2s 9.340e+02  [-28 3.574e-02 8.568e-07 4.963e-07]  [46 -145 74]
 NS 638-1  9.345e+02  [0 1.000e+00 1.539e-05 8.680e-07]  [46 -140 70]
 NS 638-2s 9.350e+02  [-29 3.171e-02 4.882e-07 4.179e-07]  [46 -147 74]
 NS 639-1  9.356e+02  [0 1.000e+00 9.624e-06 5.322e-07]  [46 -144 70]
 NS 639-2s 9.360e+02  [-29 3.454e-02 3.324e-07 9.401e-07]  [40 -139 71]
 NS 640-1  9.366e+02  [0 1.000e+00 5.917e-06 9.022e-07]  [44 -139 69]
 NS 640-2s 9.370e+02  [-28 3.817e-02 2.258e-07 6.382e-07]  [39 -143 70]
