hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 361-1  5.179e+02  [0 1.000e+00 1.115e-05 5.255e-07]  [39 -145 0]
 NS 361-2  5.184e+02  [-6 4.734e-01 5.277e-06 5.694e-07]  [37 -144 70]
 NS 361-3  5.188e+02  [-20 9.300e-02 1.037e-06 4.266e-07]  [39 -147 72]
 NS 361-4s 5.193e+02  [-37 1.328e-02 1.481e-07 2.379e-07]  [36 -153 69]
 NS 362-1  5.197e+02  [0 1.000e+00 1.895e-05 6.383e-07]  [37 -143 65]
 NS 362-2  5.202e+02  [-16 1.566e-01 2.967e-06 7.979e-07]  [37 -140 71]
 NS 362-3s 5.206e+02  [-31 2.814e-02 5.333e-07 4.714e-07]  [37 -146 70]
 NS 363-1  5.211e+02  [0 1.000e+00 2.168e-05 4.334e-07]  [38 -147 66]
 NS 363-2  5.215e+02  [-22 7.669e-02 1.663e-06 8.446e-07]  [37 -140 71]
 NS 363-3s 5.220e+02  [-37 1.267e-02 2.746e-07 2.196e-07]  [38 -153 70]
 NS 364-1  5.224e+02  [0 1.000e+00 1.883e-05 7.831e-07]  [37 -141 65]
 NS 364-2s 5.229e+02  [-26 4.777e-02 8.994e-07 4.562e-07]  [37 -146 70]
 NS 365-1  5.233e+02  [0 1.000e+00 1.432e-05 6.340e-07]  [37 -143 65]
 NS 365-2s 5.238e+02  [-29 3.207e-02 4.593e-07 2.763e-07]  [39 -151 69]
 NS 366-1  5.243e+02  [0 1.000e+00 1.007e-05 6.066e-07]  [37 -143 64]
 NS 366-2s 5.247e+02  [-32 2.259e-02 2.274e-07 2.435e-07]  [38 -152 70]
 NS 367-1  5.252e+02  [0 1.000e+00 6.713e-06 6.294e-07]  [37 -143 66]
 NS 367-2s 5.257e+02  [-35 1.642e-02 1.102e-07 8.979e-07]  [38 -139 70]
 NS 368-1  5.261e+02  [0 1.000e+00 4.311e-06 9.000e-07]  [37 -139 66]
 NS 368-2s 5.266e+02  [-37 1.274e-02 5.492e-08 5.700e-07]  [39 -144 71]
 NS 369-1  5.271e+02  [0 1.000e+00 2.689e-06 4.030e-07]  [38 -147 65]
 NS 369-2s 5.275e+02  [-38 1.189e-02 3.197e-08 5.013e-07]  [37 -145 69]
 NS 370-1  5.280e+02  [0 1.000e+00 1.641e-06 6.190e-07]  [37 -143 65]
 NS 370-2s 5.284e+02  [-37 1.322e-02 2.170e-08 9.128e-07]  [37 -139 69]
