hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
WARNING: No 'steady/stFile_last.bin' file to restart simulation from; Resetting restart flag to false---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  1.874e+00  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 1-2  3.742e+00  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 1-3  5.590e+00  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 1-4  7.439e+00  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 1-5  9.288e+00  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 1-6  1.113e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 1-7  1.298e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 1-8  1.483e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 1-9  1.668e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 1-10s 1.853e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 2-1  2.041e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 2-2  2.226e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 2-3  2.412e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 2-4  2.597e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 2-5  2.781e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 2-6  2.967e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 2-7  3.152e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 2-8  3.337e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 2-9  3.522e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 2-10s 3.708e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 3-1  3.896e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 3-2  4.080e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 3-3  4.265e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 3-4  4.450e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 3-5  4.635e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 3-6  4.820e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 3-7  5.005e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 3-8  5.190e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 3-9  5.375e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 3-10s 5.561e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 4-1  5.751e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 4-2  5.938e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-3  6.123e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-4  6.308e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-5  6.493e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-6  6.677e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-7  6.862e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-8  7.047e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-9  7.232e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-10s 7.418e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 5-1  7.606e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 5-2  7.791e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 5-3  7.975e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 5-4  8.160e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 5-5  8.345e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 5-6  8.530e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 5-7  8.715e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 5-8  8.900e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 5-9  9.089e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 5-10s 9.275e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 6-1  9.464e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 6-2  9.649e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 6-3  9.834e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 6-4  1.002e+02  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 6-5  1.020e+02  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
