---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  1.836e+00  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 1-2  3.676e+00  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 1-3  5.492e+00  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 1-4  7.307e+00  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 1-5  9.122e+00  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 1-6  1.094e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 1-7  1.275e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 1-8  1.456e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 1-9  1.638e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 1-10s 1.819e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 2-1  2.004e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 2-2  2.185e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 2-3  2.367e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 2-4  2.549e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 2-5  2.730e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 2-6  2.912e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 2-7  3.094e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 2-8  3.276e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 2-9  3.458e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 2-10s 3.640e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 3-1  3.824e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 3-2  4.006e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 3-3  4.187e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 3-4  4.369e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 3-5  4.550e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 3-6  4.731e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 3-7  4.913e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 3-8  5.094e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 3-9  5.276e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 3-10s 5.458e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 4-1  5.643e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 4-2  5.824e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 4-3  6.005e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-4  6.186e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-5  6.368e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-6  6.549e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 4-7  6.730e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 94]
 NS 4-8  6.912e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 4-9  7.093e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 4-10s 7.276e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 5-1  7.461e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 92]
 NS 5-2  7.642e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
 NS 5-3  7.823e+01  [0 1.000e+00 1.000e+00 9.994e-02]  [289 -1 93]
