hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 281-1  4.056e+02  [0 1.000e+00 8.077e-05 6.428e-07]  [41 -143 0]
 NS 281-2  4.060e+02  [-6 4.557e-01 3.680e-05 6.616e-07]  [38 -142 70]
 NS 281-3  4.065e+02  [-23 6.572e-02 5.308e-06 8.078e-07]  [37 -140 71]
 NS 281-4s 4.069e+02  [-42 7.726e-03 6.241e-07 8.253e-07]  [40 -140 71]
 NS 282-1  4.074e+02  [0 1.000e+00 1.866e-04 2.020e-07]  [38 -154 66]
 NS 282-2  4.079e+02  [-19 1.106e-01 2.063e-05 9.330e-07]  [45 -139 74]
 NS 282-3  4.083e+02  [-36 1.503e-02 2.804e-06 6.270e-07]  [37 -143 70]
 NS 282-4s 4.088e+02  [-54 1.925e-03 3.592e-07 6.975e-07]  [38 -142 70]
 NS 283-1  4.092e+02  [0 1.000e+00 2.211e-04 6.573e-07]  [36 -142 64]
 NS 283-2  4.097e+02  [-25 5.043e-02 1.115e-05 9.477e-07]  [39 -139 72]
 NS 283-3  4.101e+02  [-44 6.242e-03 1.380e-06 8.409e-07]  [37 -140 71]
 NS 283-4s 4.106e+02  [-60 8.949e-04 1.979e-07 7.057e-07]  [39 -142 70]
 NS 284-1  4.111e+02  [0 1.000e+00 1.939e-04 3.187e-07]  [37 -150 66]
 NS 284-2  4.115e+02  [-30 2.951e-02 5.722e-06 8.196e-07]  [38 -140 71]
 NS 284-3s 4.119e+02  [-49 3.255e-03 6.313e-07 5.540e-07]  [36 -144 69]
 NS 285-1  4.124e+02  [0 1.000e+00 1.482e-04 9.323e-07]  [35 -139 64]
 NS 285-2  4.129e+02  [-34 1.907e-02 2.825e-06 9.394e-07]  [38 -139 68]
 NS 285-3s 4.133e+02  [-54 1.913e-03 2.835e-07 8.138e-07]  [40 -140 71]
 NS 286-1  4.138e+02  [0 1.000e+00 1.045e-04 9.278e-07]  [35 -139 64]
 NS 286-2  4.142e+02  [-37 1.360e-02 1.422e-06 3.652e-07]  [40 -148 72]
 NS 286-3s 4.147e+02  [-57 1.398e-03 1.461e-07 3.873e-07]  [46 -148 74]
 NS 287-1  4.152e+02  [0 1.000e+00 6.981e-05 8.845e-07]  [35 -139 64]
 NS 287-2s 4.156e+02  [-39 1.098e-02 7.668e-07 6.222e-07]  [38 -143 70]
 NS 288-1  4.161e+02  [0 1.000e+00 4.486e-05 9.022e-07]  [35 -139 64]
 NS 288-2s 4.166e+02  [-40 9.858e-03 4.422e-07 9.517e-07]  [39 -139 71]
 NS 289-1  4.170e+02  [0 1.000e+00 2.799e-05 8.740e-07]  [35 -140 64]
 NS 289-2s 4.175e+02  [-40 9.351e-03 2.618e-07 8.529e-07]  [41 -140 69]
 NS 290-1  4.180e+02  [0 1.000e+00 1.708e-05 9.068e-07]  [35 -139 64]
 NS 290-2s 4.185e+02  [-40 8.988e-03 1.535e-07 7.082e-07]  [51 -142 75]
