hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 161-1  2.286e+02  [0 1.000e+00 2.611e-04 9.730e-07]  [39 -138 0]
 NS 161-2  2.291e+02  [-4 5.703e-01 1.489e-04 5.876e-07]  [43 -143 72]
 NS 161-3  2.295e+02  [-20 8.997e-02 2.350e-05 3.540e-07]  [39 -149 71]
 NS 161-4  2.300e+02  [-39 1.110e-02 2.900e-06 7.087e-07]  [36 -142 70]
 NS 161-5s 2.304e+02  [-56 1.474e-03 3.849e-07 5.439e-07]  [39 -144 71]
 NS 162-1  2.309e+02  [0 1.000e+00 4.631e-04 8.195e-07]  [38 -140 65]
 NS 162-2  2.314e+02  [-15 1.665e-01 7.708e-05 9.056e-07]  [40 -139 72]
 NS 162-3  2.318e+02  [-32 2.355e-02 1.091e-05 3.551e-07]  [39 -149 72]
 NS 162-4  2.323e+02  [-49 3.174e-03 1.470e-06 8.687e-07]  [38 -140 71]
 NS 162-5s 2.327e+02  [-67 4.140e-04 1.917e-07 2.726e-07]  [40 -151 71]
 NS 163-1  2.332e+02  [0 1.000e+00 5.307e-04 4.088e-07]  [39 -147 66]
 NS 163-2  2.337e+02  [-22 7.444e-02 3.950e-05 8.978e-07]  [38 -139 72]
 NS 163-3  2.341e+02  [-40 9.291e-03 4.930e-06 2.796e-07]  [40 -151 72]
 NS 163-4s 2.346e+02  [-57 1.377e-03 7.309e-07 8.000e-07]  [38 -140 70]
 NS 164-1  2.351e+02  [0 1.000e+00 4.612e-04 9.823e-07]  [38 -138 66]
 NS 164-2  2.355e+02  [-27 4.375e-02 2.018e-05 8.762e-07]  [39 -139 71]
 NS 164-3  2.360e+02  [-45 5.034e-03 2.321e-06 4.961e-07]  [39 -145 71]
 NS 164-4s 2.364e+02  [-61 7.976e-04 3.679e-07 3.179e-07]  [40 -150 71]
 NS 165-1  2.369e+02  [0 1.000e+00 3.507e-04 1.644e-07]  [39 -156 66]
 NS 165-2  2.374e+02  [-30 2.923e-02 1.025e-05 9.728e-08]  [43 -161 74]
 NS 165-3  2.378e+02  [-49 3.440e-03 1.207e-06 4.836e-07]  [40 -145 72]
 NS 165-4s 2.383e+02  [-65 5.374e-04 1.885e-07 4.718e-07]  [39 -146 70]
 NS 166-1  2.388e+02  [0 1.000e+00 2.468e-04 3.306e-07]  [39 -149 66]
 NS 166-2  2.392e+02  [-33 2.073e-02 5.116e-06 5.617e-07]  [41 -144 72]
 NS 166-3s 2.397e+02  [-51 2.705e-03 6.677e-07 5.899e-07]  [41 -143 71]
 NS 167-1  2.402e+02  [0 1.000e+00 1.647e-04 9.731e-07]  [39 -138 66]
 NS 167-2  2.406e+02  [-36 1.522e-02 2.507e-06 6.118e-07]  [39 -143 71]
 NS 167-3s 2.411e+02  [-53 2.237e-03 3.684e-07 3.902e-07]  [39 -148 70]
 NS 168-1  2.416e+02  [0 1.000e+00 1.057e-04 2.287e-07]  [39 -153 66]
 NS 168-2  2.420e+02  [-38 1.203e-02 1.272e-06 3.257e-07]  [39 -149 72]
 NS 168-3s 2.425e+02  [-54 1.909e-03 2.019e-07 6.633e-07]  [39 -142 71]
 NS 169-1  2.430e+02  [0 1.000e+00 6.589e-05 1.635e-07]  [39 -156 66]
 NS 169-2s 2.434e+02  [-38 1.137e-02 7.495e-07 3.705e-07]  [41 -148 71]
 NS 170-1  2.439e+02  [0 1.000e+00 4.016e-05 1.679e-07]  [39 -156 66]
 NS 170-2s 2.444e+02  [-38 1.251e-02 5.023e-07 2.641e-07]  [43 -151 73]
