hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 251-1  3.588e+02  [0 1.000e+00 7.885e-06 8.648e-07]  [41 -140 0]
 NS 251-2  3.593e+02  [-4 5.772e-01 4.551e-06 9.078e-07]  [42 -139 72]
 NS 251-3s 3.597e+02  [-20 9.861e-02 7.776e-07 8.645e-07]  [37 -140 70]
 NS 252-1  3.602e+02  [0 1.000e+00 1.790e-05 8.179e-07]  [39 -140 66]
 NS 252-2  3.607e+02  [-17 1.261e-01 2.257e-06 3.967e-07]  [40 -147 72]
 NS 252-3s 3.611e+02  [-33 2.052e-02 3.674e-07 9.065e-07]  [38 -139 70]
 NS 253-1  3.616e+02  [0 1.000e+00 2.058e-05 8.856e-07]  [38 -139 66]
 NS 253-2  3.621e+02  [-25 5.307e-02 1.092e-06 4.756e-07]  [40 -146 72]
 NS 253-3s 3.626e+02  [-41 8.370e-03 1.722e-07 3.302e-07]  [41 -149 72]
 NS 254-1  3.630e+02  [0 1.000e+00 1.782e-05 5.137e-07]  [39 -145 66]
 NS 254-2s 3.636e+02  [-30 3.023e-02 5.386e-07 7.285e-07]  [46 -141 74]
 NS 255-1  3.640e+02  [0 1.000e+00 1.353e-05 7.002e-07]  [38 -142 66]
 NS 255-2s 3.645e+02  [-33 2.128e-02 2.879e-07 6.321e-07]  [41 -143 71]
 NS 256-1  3.650e+02  [0 1.000e+00 9.495e-06 7.690e-07]  [38 -141 66]
 NS 256-2s 3.655e+02  [-35 1.691e-02 1.605e-07 4.089e-07]  [42 -147 72]
 NS 257-1  3.660e+02  [0 1.000e+00 6.329e-06 7.371e-07]  [38 -141 66]
 NS 257-2s 3.664e+02  [-37 1.325e-02 8.387e-08 8.313e-07]  [41 -140 71]
 NS 258-1  3.669e+02  [0 1.000e+00 4.063e-06 7.546e-07]  [38 -141 66]
 NS 258-2s 3.674e+02  [-39 1.019e-02 4.141e-08 7.972e-07]  [38 -140 70]
 NS 259-1  3.679e+02  [0 1.000e+00 2.535e-06 7.363e-07]  [38 -141 66]
 NS 259-2s 3.683e+02  [-41 8.304e-03 2.105e-08 7.804e-07]  [38 -141 70]
 NS 260-1  3.688e+02  [0 1.000e+00 1.546e-06 4.757e-07]  [39 -146 67]
 NS 260-2s 3.693e+02  [-42 7.889e-03 1.220e-08 8.818e-07]  [39 -139 71]
