hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 651-1  9.508e+02  [0 1.000e+00 1.118e-05 3.043e-07]  [46 -150 0]
 NS 651-2  9.513e+02  [-7 4.270e-01 4.776e-06 7.924e-07]  [42 -140 71]
 NS 651-3s 9.517e+02  [-23 6.893e-02 7.709e-07 9.247e-07]  [39 -139 70]
 NS 652-1  9.523e+02  [0 1.000e+00 8.238e-06 8.344e-07]  [45 -140 69]
 NS 652-2  9.527e+02  [-10 3.140e-01 2.587e-06 9.798e-07]  [41 -138 72]
 NS 652-3s 9.532e+02  [-26 4.584e-02 3.776e-07 8.412e-07]  [39 -140 70]
 NS 653-1  9.537e+02  [0 1.000e+00 8.666e-06 8.811e-07]  [45 -139 69]
 NS 653-2  9.542e+02  [-15 1.649e-01 1.429e-06 7.593e-07]  [42 -141 73]
 NS 653-3s 9.547e+02  [-33 2.221e-02 1.925e-07 2.804e-07]  [41 -151 71]
 NS 654-1  9.552e+02  [0 1.000e+00 7.558e-06 3.034e-07]  [45 -150 69]
 NS 654-2s 9.557e+02  [-19 1.033e-01 7.808e-07 7.898e-07]  [41 -141 71]
 NS 655-1  9.562e+02  [0 1.000e+00 5.792e-06 3.960e-07]  [45 -147 69]
 NS 655-2s 9.567e+02  [-23 7.040e-02 4.078e-07 9.678e-07]  [40 -138 71]
 NS 656-1  9.572e+02  [0 1.000e+00 4.081e-06 3.486e-07]  [45 -149 69]
 NS 656-2s 9.577e+02  [-26 4.980e-02 2.032e-07 6.988e-07]  [41 -142 71]
 NS 657-1  9.582e+02  [0 1.000e+00 2.725e-06 3.937e-07]  [45 -147 69]
 NS 657-2s 9.587e+02  [-28 3.666e-02 9.989e-08 7.471e-07]  [40 -141 70]
 NS 658-1  9.592e+02  [0 1.000e+00 1.757e-06 2.263e-07]  [45 -153 69]
 NS 658-2s 9.597e+02  [-30 3.035e-02 5.335e-08 7.603e-07]  [46 -141 73]
 NS 659-1  9.602e+02  [0 1.000e+00 1.106e-06 2.865e-07]  [45 -151 69]
 NS 659-2s 9.607e+02  [-30 2.993e-02 3.311e-08 6.748e-07]  [44 -142 73]
 NS 660-1s 9.613e+02  [0 1.000e+00 6.821e-07 3.385e-07]  [45 -149 68]
