hwloc/linux: Ignoring PCI device with non-16bit domain.
Pass --enable-32bits-pci-domain to configure to support such devices
(warning: it would break the library ABI, don't enable unless really needed).
---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 <PETSC_INITIALIZE>: use linear solver config. from file.
 NS 251-1  3.589e+02  [0 1.000e+00 7.885e-06 8.354e-07]  [41 -140 0]
 NS 251-2  3.594e+02  [-4 5.772e-01 4.551e-06 9.094e-07]  [42 -139 72]
 NS 251-3s 3.598e+02  [-20 9.861e-02 7.776e-07 8.636e-07]  [37 -140 69]
 NS 252-1  3.603e+02  [0 1.000e+00 1.790e-05 6.358e-07]  [39 -143 66]
 NS 252-2  3.608e+02  [-17 1.261e-01 2.257e-06 6.675e-07]  [40 -142 72]
 NS 252-3s 3.612e+02  [-33 2.052e-02 3.674e-07 7.793e-07]  [38 -141 70]
 NS 253-1  3.617e+02  [0 1.000e+00 2.058e-05 5.450e-07]  [39 -144 66]
 NS 253-2  3.622e+02  [-25 5.307e-02 1.092e-06 4.745e-07]  [40 -146 72]
 NS 253-3s 3.626e+02  [-41 8.370e-03 1.722e-07 4.631e-07]  [40 -146 71]
 NS 254-1  3.631e+02  [0 1.000e+00 1.782e-05 5.204e-07]  [39 -145 66]
 NS 254-2s 3.636e+02  [-30 3.023e-02 5.386e-07 7.159e-07]  [46 -141 74]
 NS 255-1  3.641e+02  [0 1.000e+00 1.353e-05 8.438e-07]  [38 -140 66]
 NS 255-2s 3.646e+02  [-33 2.128e-02 2.879e-07 5.727e-07]  [41 -144 71]
 NS 256-1  3.651e+02  [0 1.000e+00 9.495e-06 7.563e-07]  [38 -141 66]
 NS 256-2s 3.655e+02  [-35 1.691e-02 1.605e-07 7.005e-07]  [42 -142 72]
 NS 257-1  3.660e+02  [0 1.000e+00 6.329e-06 7.761e-07]  [38 -141 66]
 NS 257-2s 3.665e+02  [-37 1.325e-02 8.387e-08 9.997e-07]  [41 -138 72]
 NS 258-1  3.670e+02  [0 1.000e+00 4.063e-06 7.322e-07]  [38 -141 66]
 NS 258-2s 3.674e+02  [-39 1.019e-02 4.141e-08 8.091e-07]  [38 -140 70]
 NS 259-1  3.679e+02  [0 1.000e+00 2.535e-06 7.903e-07]  [38 -141 66]
 NS 259-2s 3.684e+02  [-41 8.305e-03 2.105e-08 7.800e-07]  [38 -141 70]
 NS 260-1  3.688e+02  [0 1.000e+00 1.546e-06 8.742e-07]  [38 -139 66]
 NS 260-2s 3.693e+02  [-42 7.889e-03 1.220e-08 8.374e-07]  [39 -140 70]
